Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
8/8/2022,0.528,0.55,0.523,0.537,161524833.4,9/8/2022,86914353.51,180884,80069947,43084599.94,0
7/8/2022,0.511,0.538,0.506,0.528,111026235.8,8/8/2022,58035923.63,129702,57614498.3,30122019.72,0
6/8/2022,0.517,0.523,0.51,0.511,78090180.3,7/8/2022,40367066.54,89111,39737228.8,20547752.85,0
5/8/2022,0.5,0.519,0.499,0.517,112189883.6,6/8/2022,57290535.3,134823,56838071.1,29030033.84,0
4/8/2022,0.501,0.511,0.493,0.5,102892954.2,5/8/2022,51580016.92,135059,50221676.4,25175425.78,0
3/8/2022,0.496,0.517,0.489,0.5,124963960.7,4/8/2022,63277801.14,157109,62027852.3,31413343.66,0
2/8/2022,0.512,0.515,0.489,0.496,182796003.4,3/8/2022,91142608.34,214245,88201727.3,43995253.47,0
1/8/2022,0.516,0.526,0.501,0.512,158798003.7,2/8/2022,81478272.91,174209,78886167.1,40475859.22,0
31-07-2022,0.526,0.544,0.512,0.516,174783511.5,1/8/2022,92491106.77,199465,84730072.6,44850024,0
30-07-2022,0.522,0.556,0.509,0.526,271896568.2,31-07-2022,144247588.6,306837,134850826.4,71527708.55,0
29-07-2022,0.513,0.545,0.506,0.522,320668702.7,30-07-2022,168837048.6,391235,159917532.6,84254329.33,0
28-07-2022,0.511,0.524,0.488,0.513,306444781.5,29-07-2022,155541635.5,319326,158061234.1,80279722.08,0
27-07-2022,0.468,0.512,0.459,0.511,290166822,28-07-2022,140072070.8,311114,145531330.4,70250655.26,0
26-07-2022,0.475,0.477,0.451,0.468,213068947.5,27-07-2022,98785176.08,205216,105230372.3,48782847.12,0
25-07-2022,0.512,0.515,0.474,0.475,200850290.9,26-07-2022,98894494.42,218306,95559514.8,47037959.55,0
24-07-2022,0.517,0.537,0.509,0.512,233306136.5,25-07-2022,121580637.4,271496,117077962.2,61042635.91,0
23-07-2022,0.483,0.519,0.473,0.517,199660186.4,24-07-2022,98131475.97,207295,98958254.8,48632264.07,0
22-07-2022,0.499,0.511,0.477,0.483,200329666.4,23-07-2022,99432126.05,196336,97861098.2,48600240.64,0
21-07-2022,0.491,0.502,0.476,0.499,261898181.1,22-07-2022,127916182.8,247529,127097139.2,62107678.68,0
20-07-2022,0.515,0.549,0.487,0.491,389779718.7,21-07-2022,202518393.7,408063,193278403.4,100505192.2,0
19-07-2022,0.49,0.526,0.473,0.515,386358308.6,20-07-2022,192345105.5,391077,198125136.3,98676939.89,0
18-07-2022,0.448,0.5,0.446,0.49,383712607.4,19-07-2022,184055804.6,353973,189987243.4,91114076.9,0
17-07-2022,0.458,0.466,0.442,0.448,153582187.8,18-07-2022,69559410.06,137153,76717843.7,34754855.24,0
16-07-2022,0.442,0.459,0.432,0.458,147996093,17-07-2022,66098071.7,132608,74143492.2,33126978.79,0
15-07-2022,0.442,0.454,0.433,0.442,187707381.7,16-07-2022,82956659.09,149271,97110731.3,42938343.48,0
14-07-2022,0.438,0.447,0.417,0.442,208166850.3,15-07-2022,89817605.09,161281,105365446.4,45477827.63,0
13-07-2022,0.417,0.442,0.402,0.438,265120837.4,14-07-2022,111631781.5,219814,132163289.3,55676230.91,0
12/7/2022,0.435,0.443,0.416,0.417,139595801.6,13-07-2022,60188310.96,132808,67572021.5,29143478.13,0
11/7/2022,0.463,0.463,0.432,0.435,162045832.1,12/7/2022,72500824.72,165486,76861826.2,34383623.1,0
10/7/2022,0.478,0.48,0.455,0.462,115262368.1,11/7/2022,53751291.74,109497,54031048.7,25190426.15,0
9/7/2022,0.466,0.485,0.465,0.478,100774030.7,10/7/2022,48163760.14,116114,49465696.6,23644221,0
8/7/2022,0.477,0.493,0.46,0.466,170807637.3,9/7/2022,80808813.22,180769,84870910.1,40157789.07,0
7/7/2022,0.462,0.483,0.461,0.478,142206515.1,8/7/2022,66929708.47,131996,72476935.8,34116932.32,0
6/7/2022,0.457,0.466,0.447,0.462,139221841,7/7/2022,63728969.99,126851,70034300.9,32068575.6,0
5/7/2022,0.469,0.472,0.445,0.457,171538047.7,6/7/2022,78479359.62,159310,82749025.6,37860964.76,0
4/7/2022,0.456,0.476,0.445,0.469,196991430.2,5/7/2022,90547253.01,184438,97916231.9,45009548.44,0
3/7/2022,0.456,0.46,0.444,0.456,90832805.9,4/7/2022,41041921.17,92146,45450204,20539076.69,0
2/7/2022,0.449,0.462,0.441,0.456,109165380.7,3/7/2022,49191448.49,103433,54511257.6,24560752.9,0
1/7/2022,0.46,0.475,0.443,0.449,182788187.1,2/7/2022,83081567.68,182713,90547200.6,41168927.24,0
30-06-2022,0.466,0.468,0.435,0.46,212174584.9,1/7/2022,95075676.73,216004,106495608.1,47720104.26,0
29-06-2022,0.469,0.477,0.459,0.466,166130162.2,30-06-2022,77773512.88,171783,79642286.4,37290048.82,0
28-06-2022,0.485,0.497,0.467,0.469,163559982.8,29-06-2022,78948406.06,186022,78703385.9,38002713.99,0
27-06-2022,0.49,0.509,0.476,0.486,157303921.4,28-06-2022,77606254.37,179939,79453603.2,39208187.64,0
26-06-2022,0.498,0.526,0.488,0.49,211856675.9,27-06-2022,107772457.3,249977,105772025,53804316.88,0
25-06-2022,0.498,0.508,0.478,0.498,142417111.7,26-06-2022,70381037.06,168307,68803509.8,34009313.49,0
24-06-2022,0.48,0.51,0.476,0.498,241562561.8,25-06-2022,119934896.1,274333,120407724.1,59774316.24,0
23-06-2022,0.459,0.483,0.456,0.48,160787911.2,24-06-2022,75878540.7,175347,81747218.6,38588633.81,0
22-06-2022,0.481,0.481,0.456,0.459,203592970.7,23-06-2022,95339778.91,235107,97561351.8,45698654.52,0
21-06-2022,0.491,0.511,0.475,0.481,269304587,22-06-2022,133582879.8,336782,135015286.5,66974851.02,0
20-06-2022,0.485,0.509,0.461,0.491,309797825.1,21-06-2022,150592838.5,373869,152800252.6,74271890.34,0
19-06-2022,0.455,0.49,0.436,0.485,304390171.7,20-06-2022,140851798.3,352806,153614063.9,71092481,0
18-06-2022,0.487,0.495,0.421,0.455,383466178.7,19-06-2022,174806284.5,434016,188754268.2,86037405.46,0
17-06-2022,0.476,0.504,0.472,0.487,221261441.4,18-06-2022,108323356.3,268808,107184324.4,52473069.3,0
16-06-2022,0.535,0.547,0.467,0.476,360176076.1,17-06-2022,180247004.9,447662,177855293.7,88975462.34,0
15-06-2022,0.483,0.539,0.448,0.535,628287744,16-06-2022,303575079.6,794143,318238258.5,153868592.9,0
14-06-2022,0.464,0.52,0.437,0.483,609069303.4,15-06-2022,294811430.6,744052,303383282.9,146971066.8,0
13-06-2022,0.49,0.498,0.437,0.464,761583537.4,14-06-2022,352962846.7,852871,378622633.8,175576025.3,0
12/6/2022,0.554,0.561,0.489,0.49,397530507.9,13-06-2022,206803633.4,469363,194256087.4,101105889.4,0
11/6/2022,0.574,0.618,0.543,0.554,300758115.7,12/6/2022,172700700.1,374455,149315564.6,85758926.11,0
10/6/2022,0.632,0.636,0.57,0.574,272263844.1,11/6/2022,162542356.6,358386,136142775.4,81222370.52,0
9/6/2022,0.641,0.658,0.626,0.632,192310885.5,10/6/2022,123401495.8,282642,96223569.2,61773899.05,0
8/6/2022,0.614,0.67,0.609,0.641,394267374.7,9/6/2022,253883949.5,581779,196220274.4,126388176.6,0
7/6/2022,0.609,0.645,0.572,0.614,338812294.7,8/6/2022,205352604.4,471354,167261866.9,101405096,0
6/6/2022,0.568,0.647,0.565,0.609,341502376.8,7/6/2022,210111671.9,453386,174556496.7,107446478.1,0
5/6/2022,0.567,0.581,0.554,0.567,95277593.6,6/6/2022,54027559.1,126913,48975962.9,27785244.48,0
4/6/2022,0.56,0.572,0.545,0.567,108779268.9,5/6/2022,60846034.84,166996,54374282.1,30424849.39,0
3/6/2022,0.587,0.606,0.539,0.56,206257910.9,4/6/2022,116992848.8,300561,102831989.5,58317588.43,0
2/6/2022,0.552,0.598,0.549,0.587,306125734.2,3/6/2022,175597999,410361,154833926.7,88834336.57,0
1/6/2022,0.627,0.631,0.536,0.552,355477399.6,2/6/2022,207077770.7,455720,174782896.5,101776792.5,0
31-05-2022,0.57,0.689,0.568,0.627,663619489.7,1/6/2022,419357527.6,1006434,331524738.3,209395402,0
30-05-2022,0.482,0.578,0.477,0.57,259278313.4,31-05-2022,137534136,322644,134510610.1,71387427.78,0
29-05-2022,0.465,0.483,0.456,0.482,88626528.9,30-05-2022,41608754.06,97923,46065144.5,21628684.57,0
28-05-2022,0.457,0.469,0.448,0.465,105935970.4,29-05-2022,48699017.69,111150,52981406.3,24361722.22,0
27-05-2022,0.479,0.484,0.445,0.457,268406015.6,28-05-2022,123982040,278146,132187406.4,61078410.27,0
26-05-2022,0.514,0.521,0.461,0.479,243664954.1,27-05-2022,119303698.3,255129,119737412.7,58609269.58,0
25-05-2022,0.522,0.533,0.507,0.515,133554250.3,26-05-2022,69046651.6,145961,65738876.1,33974863.56,0
24-05-2022,0.513,0.525,0.493,0.522,170905795.6,25-05-2022,87550942.76,177961,83721980.3,42889155.96,0
23-05-2022,0.542,0.559,0.504,0.513,189427959.8,24-05-2022,101951558.2,271571,95461197.2,51366397.74,0
22-05-2022,0.529,0.549,0.522,0.542,104514258.8,23-05-2022,56137371.79,149250,51878916.1,27896334.08,0
21-05-2022,0.516,0.539,0.509,0.529,85487336,22-05-2022,45014383.53,134493,42063455.4,22149024.98,0
20-05-2022,0.533,0.545,0.501,0.516,174293262.6,21-05-2022,91285754.18,258211,88466784.1,46320019.98,0
19-05-2022,0.506,0.547,0.492,0.533,205816006.7,20-05-2022,107511001.9,310518,101921911.9,53230393.7,0
18-05-2022,0.578,0.586,0.503,0.506,203077123.9,19-05-2022,109204097.7,325319,98787500.2,53106646.98,0
17-05-2022,0.557,0.6,0.551,0.578,178084619.6,18-05-2022,102370872.3,315535,88401271.6,50811298,0
16-05-2022,0.598,0.615,0.544,0.557,280903516.1,17-05-2022,159793334.6,465282,134195479.8,76346603.28,0
15-05-2022,0.537,0.6,0.515,0.598,195264575.4,16-05-2022,108585670.2,327792,97691998.8,54375488.68,0
14-05-2022,0.529,0.557,0.489,0.537,253441055.6,15-05-2022,132311337.4,422322,125166336.9,65364448.61,0
13-05-2022,0.473,0.609,0.469,0.529,458070252.8,14-05-2022,253922648.5,695710,225640585.1,125049327.9,0
12/5/2022,0.519,0.551,0.402,0.473,815465798.5,13-05-2022,375840228.1,1165637,405974288.5,187367607.6,0
11/5/2022,0.629,0.663,0.473,0.519,623456066.5,12/5/2022,361445760.6,1045207,300556900.4,174695898.9,0
10/5/2022,0.603,0.701,0.583,0.629,436850308.6,11/5/2022,283217801.1,751497,219301763.5,142231857.5,0
9/5/2022,0.74,0.754,0.598,0.602,472342566.9,10/5/2022,315923785.3,741784,227186490.3,151909271.7,0
8/5/2022,0.76,0.766,0.725,0.74,175139530.4,9/5/2022,130209850.9,236153,84619664.6,62924917.21,0
7/5/2022,0.783,0.786,0.747,0.76,126808896,8/5/2022,97951871.7,173806,60759914.6,46957053.63,0
6/5/2022,0.788,0.8,0.762,0.783,244058670.2,7/5/2022,191381224.5,367204,121818653.3,95537447.28,0
5/5/2022,0.899,0.906,0.772,0.788,364970629.3,6/5/2022,304513975.7,574367,179080877.3,149545531.5,0
4/5/2022,0.771,0.899,0.768,0.898,256649760,5/5/2022,213655126.2,413280,131688959.4,109579531.3,0
3/5/2022,0.781,0.799,0.76,0.771,96429722.5,4/5/2022,75410127.88,144918,47925179.4,37463768.16,0
2/5/2022,0.789,0.797,0.764,0.781,128907016.8,3/5/2022,100687424.4,191863,64656968.6,50500094.06,0
1/5/2022,0.755,0.8,0.745,0.789,137793227.3,2/5/2022,106582681.5,207348,66750097.4,51633074.21,0
30-04-2022,0.805,0.818,0.735,0.756,147364161.3,1/5/2022,115290631.7,209037,70694875,55392645.44,0
29-04-2022,0.843,0.85,0.789,0.805,139320128.3,30-04-2022,113905864.6,193102,66368800.5,54269104.62,0
28-04-2022,0.84,0.853,0.826,0.843,134885232.9,29-04-2022,113478674.6,189397,67156437.8,56494787.58,0
27-04-2022,0.826,0.856,0.819,0.84,148780516.9,28-04-2022,124685106.2,234750,75378198,63182492.48,0
26-04-2022,0.897,0.903,0.815,0.826,176710067,27-04-2022,151087067.5,273090,80509678.4,68921649.91,0
25-04-2022,0.885,0.904,0.826,0.897,171944524.5,26-04-2022,148027393.7,277318,82475298.6,70974176.43,0
24-04-2022,0.886,0.899,0.877,0.886,49191017,25-04-2022,43699800.47,70622,22550246.9,20038357.45,0
23-04-2022,0.906,0.913,0.881,0.886,34559067.5,24-04-2022,30978218.33,56634,15812715.8,14181225.46,0
22-04-2022,0.91,0.924,0.891,0.906,82391016.7,23-04-2022,74969570.35,96782,38366222.9,34929641.67,0
21-04-2022,0.937,0.971,0.891,0.91,105007978.4,22-04-2022,98683813.65,150741,50937770,47903038.38,0
20-04-2022,0.952,0.976,0.93,0.937,93644303.6,21-04-2022,89151003.95,125231,45069296.4,42939466.94,0
19-04-2022,0.936,0.957,0.927,0.952,75432689.7,20-04-2022,70879191.94,95583,37647394.2,35390633.76,0
18-04-2022,0.914,0.939,0.874,0.937,118870539.6,19-04-2022,107348406.2,157240,58326637.1,52740274.84,0
17-04-2022,0.95,0.963,0.912,0.914,42819442,18-04-2022,40310611.74,68140,19981291.1,18825894.15,0
16-04-2022,0.955,0.962,0.937,0.951,36809858.4,17-04-2022,34998947.7,55559,17676225.8,16816860.48,0
15-04-2022,0.933,0.959,0.929,0.956,42541809.7,16-04-2022,40346404.52,64036,20926706.7,19851156.17,0
14-04-2022,0.974,0.985,0.923,0.933,84093379.2,15-04-2022,80111053.21,118462,38912059.1,37117778.64,0
13-04-2022,0.954,0.981,0.934,0.974,83269578.6,14-04-2022,79890065.98,112129,43065996.8,41359045.25,0
12/4/2022,0.919,0.982,0.915,0.955,115179052.5,13-04-2022,109425977.5,167562,57693607,54813130.45,0
11/4/2022,1.026,1.033,0.917,0.92,159034131.6,12/4/2022,154099625.6,236922,72693182.2,70433193.63,0
10/4/2022,1.044,1.07,1.023,1.027,51995282.7,11/4/2022,54357960.73,92974,24892400.3,26041995.94,0
9/4/2022,1.025,1.047,1.021,1.045,49693999.1,10/4/2022,51363885.97,77809,25006049.9,25860086.52,0
8/4/2022,1.089,1.1,1.019,1.024,88048109.3,9/4/2022,93952128.17,143736,40275676.9,43031304.85,0
7/4/2022,1.052,1.101,1.038,1.089,99287570.5,8/4/2022,106736899.9,173322,50645926.1,54451137.52,0
6/4/2022,1.17,1.173,1.047,1.052,206766772.7,7/4/2022,229948472.5,353472,85414458.7,95170549.32,0
5/4/2022,1.212,1.219,1.163,1.171,108831679.5,6/4/2022,130155835.2,204197,52266781.6,62537391.32,0
4/4/2022,1.186,1.245,1.16,1.212,253235570.3,5/4/2022,304882047.7,472893,128560129,154965917.2,0
3/4/2022,1.156,1.2,1.142,1.186,78660058.3,4/4/2022,92317779.56,149109,41166239.3,48340411.94,0
2/4/2022,1.165,1.195,1.145,1.155,107106263.9,3/4/2022,125668411.2,204659,51972990.2,61023356.69,0
1/4/2022,1.141,1.175,1.104,1.165,191221298.9,2/4/2022,218746166.9,274430,90992663.8,104169996.3,0
31-03-2022,1.189,1.228,1.133,1.141,177164788.1,1/4/2022,209017789.9,307148,85926940.4,101514333.8,0
30-03-2022,1.191,1.218,1.161,1.189,146032640.3,31-03-2022,173764772.8,233353,72207436.3,85956392.26,0
29-03-2022,1.17,1.243,1.166,1.191,180298618,30-03-2022,217154215.4,341275,87102380.1,104947290.2,0
28-03-2022,1.184,1.246,1.157,1.17,261105698.6,29-03-2022,313807434.5,517027,130753524.4,157242155.9,0
27-03-2022,1.152,1.186,1.104,1.184,135043361.8,28-03-2022,154469498.3,261245,66427046.3,76070221.5,0
26-03-2022,1.096,1.16,1.079,1.152,143117986.1,27-03-2022,161024339.2,271206,75325602,84777494.23,0
25-03-2022,1.13,1.167,1.072,1.096,290456883.7,26-03-2022,324802638.3,506738,140613667.1,157248129.9,0
24-03-2022,1.108,1.19,1.076,1.131,390982460,25-03-2022,445651286.5,702338,192422645.5,219300288.9,0
23-03-2022,0.975,1.11,0.957,1.108,362447245.1,24-03-2022,376836453.7,645078,189677928.7,197436607.7,0
22-03-2022,0.917,0.988,0.907,0.975,172058469.4,23-03-2022,164577626,280866,88354357,84498976.32,0
21-03-2022,0.879,0.93,0.863,0.917,115815047.2,22-03-2022,104344596.3,198250,58353607,52601332.14,0
20-03-2022,0.902,0.916,0.864,0.879,93008770.9,21-03-2022,82605912.69,155886,44617740.3,39650903.23,0
19-03-2022,0.851,0.916,0.85,0.903,114266368.8,20-03-2022,101043393.9,196393,59954947.3,53007348.97,0
18-03-2022,0.835,0.86,0.82,0.851,82865732.3,19-03-2022,69473720.73,105638,40514774.7,33995529.52,0
17-03-2022,0.839,0.858,0.827,0.835,106462948.2,18-03-2022,89780881.35,129730,52553825.8,44333156.49,0
16-03-2022,0.8,0.84,0.792,0.838,160796978.5,17-03-2022,130862784.2,189728,80732980.2,65776082.94,0
15-03-2022,0.803,0.817,0.781,0.8,95462205.5,16-03-2022,76242142.12,110291,48441967.7,38720742.25,0
14-03-2022,0.787,0.816,0.776,0.802,104141955.4,15-03-2022,83119494.68,120976,51926380.5,41471664.31,0
13-03-2022,0.789,0.821,0.78,0.786,88733691.2,14-03-2022,70913375.73,103707,46042469.1,36796812.42,0
12/3/2022,0.788,0.802,0.786,0.789,50466434.4,13-03-2022,40094234.35,58866,23917073.5,19010620.78,0
11/3/2022,0.806,0.819,0.782,0.788,101514757.7,12/3/2022,80994331.77,108396,49960139.9,39867814.46,0
10/3/2022,0.849,0.854,0.785,0.807,115081098.3,11/3/2022,93120654.85,129266,54531990.2,44134350.38,0
9/3/2022,0.802,0.863,0.799,0.849,114971836.5,10/3/2022,96603126.37,143262,58352959.9,49006840.57,0
8/3/2022,0.793,0.821,0.787,0.802,124187499.5,9/3/2022,99745823.85,134552,61979635.5,49801571.46,0
7/3/2022,0.822,0.847,0.777,0.793,132873670.6,8/3/2022,108036357,159877,63021254.3,51283873.24,0
6/3/2022,0.865,0.872,0.819,0.823,76546559.4,7/3/2022,64450087.98,105508,36800081.1,30997844.14,0
5/3/2022,0.844,0.883,0.818,0.864,78739554.5,6/3/2022,67279606.75,117390,40190181.2,34353747.47,0
4/3/2022,0.902,0.903,0.826,0.844,147015719.3,5/3/2022,127682737,193685,68749158.3,59724859.69,0
3/3/2022,0.938,0.946,0.883,0.903,114772747.9,4/3/2022,104789950.5,155893,54637464.8,49908318.82,0
2/3/2022,0.964,0.977,0.927,0.939,149491898.8,3/3/2022,142500770.7,226130,74102858.4,70670333.37,0
1/3/2022,0.962,1.011,0.939,0.963,234764266.6,2/3/2022,227552504.6,333114,115627793.2,112142450,0
28-02-2022,0.857,0.97,0.842,0.962,227929558.7,1/3/2022,206628176.3,326839,117869735.3,106889551.1,0
27-02-2022,0.886,0.915,0.832,0.856,162004634.9,28-02-2022,141268322.6,205762,80351772.1,70095991.87,0
26-02-2022,0.898,0.93,0.881,0.887,142052119.7,27-02-2022,128478270.2,180449,70364631.8,63669368.81,0
25-02-2022,0.852,0.91,0.823,0.898,210840757.4,26-02-2022,182133681.2,277084,108164324.1,93497972.66,0
24-02-2022,0.866,0.899,0.746,0.853,560130978.6,25-02-2022,450115675.7,622428,278753569.5,224057445.4,0
23-02-2022,0.888,0.96,0.863,0.866,237719675.9,24-02-2022,217317574.2,293901,118343851.1,108293055.4,0
22-02-2022,0.856,0.897,0.813,0.888,264842040.6,23-02-2022,226538695.7,305066,135174661.6,115737060.6,0
21-02-2022,0.931,0.993,0.851,0.856,283488504.3,22-02-2022,262678267.4,359675,141812799.4,131749489.5,0
20-02-2022,0.997,0.998,0.919,0.931,156774619.1,21-02-2022,148159415.6,209970,73930478.1,69855237.47,0
19-02-2022,0.996,1.019,0.973,0.996,92102940.7,20-02-2022,91691271.91,143588,44229779.8,44056532.94,0
18-02-2022,1.019,1.043,0.983,0.995,133614248.4,19-02-2022,135340040.6,197322,61916581.5,62758659.55,0
17-02-2022,1.083,1.094,1.008,1.02,114535761.9,18-02-2022,120519433.3,193074,53419138.8,56285490.95,0
16-02-2022,1.108,1.112,1.066,1.082,100925929.7,17-02-2022,109865511,165005,48553767,52862804.04,0
15-02-2022,1.05,1.115,1.049,1.107,153934616.3,16-02-2022,167359595.2,217645,82745488.3,89953103.41,0
14-02-2022,1.043,1.055,1.018,1.049,138982742.3,15-02-2022,144076429.1,179063,70394301.6,73018128.72,0
13-02-2022,1.058,1.076,1.032,1.042,99247994,14-02-2022,104644114.9,151375,48219252,50882942.95,0
12/2/2022,1.079,1.092,1.029,1.059,149173437.2,13-02-2022,158161973,234429,70024570.7,74356975.46,0
11/2/2022,1.15,1.164,1.068,1.079,131818725.2,12/2/2022,149139853.8,247139,61269579.5,69437421.47,0
10/2/2022,1.194,1.225,1.143,1.15,183604520.1,11/2/2022,217359334.5,359090,90110681.6,106868641.7,0
9/2/2022,1.176,1.215,1.152,1.195,137109784.2,10/2/2022,163081276.6,245675,70615255.3,84007590.26,0
8/2/2022,1.198,1.263,1.133,1.176,271657090.8,9/2/2022,325233753.5,532963,136633045.5,163806134.8,0
7/2/2022,1.142,1.209,1.125,1.199,267801841.6,8/2/2022,316342987.6,508239,132860060.7,156961013.7,0
6/2/2022,1.125,1.15,1.097,1.143,107099317,7/2/2022,120397073.3,221871,54845166.6,61697205.69,0
5/2/2022,1.138,1.178,1.097,1.125,152710784.3,6/2/2022,174120236,348245,74688266.5,85192051.88,0
4/2/2022,1.061,1.139,1.045,1.138,135205051.6,5/2/2022,146202131.6,270244,71036129.2,76888648.38,0
3/2/2022,1.027,1.062,1.016,1.061,98542208.5,4/2/2022,102202422.4,175684,50668066,52604906.82,0
2/2/2022,1.096,1.103,1.022,1.027,126857788.7,3/2/2022,134518230.5,259307,61105420.9,64811151.29,0
1/2/2022,1.052,1.096,1.034,1.096,124526330.3,2/2/2022,132239499,235302,63856830.5,67899221.52,0
31-01-2022,1.035,1.06,1.006,1.051,101218950.1,1/2/2022,104454406.5,192580,49827982.3,51466086.36,0
30-01-2022,1.059,1.077,1.024,1.035,72352160.1,31-01-2022,76033766.38,155872,35044693.4,36845540.51,0
29-01-2022,1.049,1.084,1.037,1.059,89531278.4,30-01-2022,94893530.21,194659,45664178.6,48414648.84,0
28-01-2022,1.042,1.059,1.008,1.048,137690073.1,29-01-2022,142445944.7,257649,68173980,70574831.11,0
27-01-2022,1.078,1.08,1.004,1.042,184762461.8,28-01-2022,192138287.9,348731,90648510.2,94329195.87,0
26-01-2022,1.043,1.157,1.022,1.077,336503954.9,27-01-2022,366773055.2,654579,172927059.3,188646994.6,0
25-01-2022,1.066,1.074,0.991,1.043,218828333.3,26-01-2022,226342639.2,394458,106646555.6,110416277.9,0
24-01-2022,1.124,1.125,0.951,1.065,437410320,25-01-2022,447077366.6,775867,218581905.6,223652913.1,0
23-01-2022,1.071,1.17,1.051,1.124,257147931.5,24-01-2022,283676579.5,487710,129425893.5,142778015.9,0
22-01-2022,1.12,1.155,0.917,1.071,554287709.1,23-01-2022,587006937.4,1068717,271817653.2,288393967.8,0
21-01-2022,1.259,1.282,1.101,1.12,408519522.4,22-01-2022,489294165.1,780053,199683030.8,239040935.4,0
20-01-2022,1.336,1.427,1.251,1.259,261063307.3,21-01-2022,352149336.1,566966,127138111.2,171610208.7,0
19-01-2022,1.458,1.534,1.326,1.337,329948716.4,20-01-2022,466337970.6,762741,163000418.2,230264305.2,0
18-01-2022,1.602,1.638,1.411,1.458,455949108.3,19-01-2022,689115056.3,1169456,220232223.7,332972350.3,0
17-01-2022,1.411,1.607,1.386,1.603,545675409.1,18-01-2022,823631436.9,1530274,277600950.5,418956785.7,0
16-01-2022,1.292,1.422,1.286,1.41,247977037.4,17-01-2022,342364572.3,615823,124921128.8,172408669,0
15-01-2022,1.293,1.319,1.251,1.291,80421836.4,16-01-2022,103117575.3,191252,40074996.2,51399593.46,0
14-01-2022,1.232,1.309,1.22,1.292,143281596.5,15-01-2022,181243812.5,331155,71628205.2,90675497.68,0
13-01-2022,1.312,1.354,1.227,1.233,179029543.6,14-01-2022,230246441.5,426125,87034067.7,112060685.5,0
12/1/2022,1.188,1.314,1.186,1.312,145608592.7,13-01-2022,182190437,341312,76357627.3,95582419.29,0
11/1/2022,1.123,1.196,1.122,1.187,115267098.7,12/1/2022,133792540.4,241607,58035113.4,67379649.23,0
10/1/2022,1.17,1.181,1.069,1.123,189250644.1,11/1/2022,212884357.7,360425,93971795.04,105744216,0
9/1/2022,1.182,1.206,1.147,1.17,114093699.4,10/1/2022,134353467.8,231040,56212732.5,66207531.36,0
8/1/2022,1.209,1.254,1.124,1.181,169730473.7,9/1/2022,201840755.4,359202,82915127.24,98682750.23,0
7/1/2022,1.279,1.285,1.189,1.21,209806013.2,8/1/2022,256808689.2,412091,100722433.2,123355599.3,0
6/1/2022,1.23,1.297,1.186,1.28,175754407.6,7/1/2022,216590054.1,361052,88970774.4,109746849.4,0
5/1/2022,1.31,1.353,1.193,1.23,158740088.2,6/1/2022,203778648.6,365590,76050733.2,97718121.84,0
4/1/2022,1.319,1.352,1.295,1.309,94479305.9,5/1/2022,124982226.7,216349,46205791.4,61169674.58,0
3/1/2022,1.378,1.378,1.31,1.319,87155825.9,4/1/2022,117269967.6,191931,41893901.4,56358992.38,0
2/1/2022,1.379,1.391,1.342,1.377,81011860.4,3/1/2022,110645055.6,175248,40618946.7,55484105.97,0
1/1/2022,1.308,1.38,1.306,1.38,69007607.5,2/1/2022,92211737.97,159578,35543023.2,47500596.51,0
31-12-2021,1.359,1.383,1.281,1.308,120612337.3,1/1/2022,161322991.6,246500,58428953.2,78173093.06,0
30-12-2021,1.333,1.378,1.297,1.359,134171567.8,31-12-2021,179821991.1,262385,66584329.7,89274226.81,0
29-12-2021,1.4,1.438,1.323,1.332,151404808.3,30-12-2021,209084760.1,331818,73590732.8,101656381.2,0
28-12-2021,1.516,1.54,1.376,1.4,233458767.4,29-12-2021,341026716.4,532040,111940957.7,163568082.3,0
27-12-2021,1.455,1.594,1.45,1.516,181374841.1,28-12-2021,279187128,530903,89628468.6,137962611,0
26-12-2021,1.453,1.467,1.407,1.455,103769249.9,27-12-2021,149590055.6,237124,51587279.5,74386557.95,0
25-12-2021,1.393,1.46,1.381,1.452,87587873.9,26-12-2021,125105131.8,208614,44566595.5,63666594.52,0
24-12-2021,1.475,1.491,1.381,1.392,126360588.3,25-12-2021,182041800.8,334001,62015167.3,89385902.97,0
23-12-2021,1.327,1.49,1.307,1.475,216795659.8,24-12-2021,302005401.2,554345,106210779.8,147924112.4,0
22-12-2021,1.279,1.369,1.276,1.327,161174698.1,23-12-2021,214216796,356337,80466715,106908501.4,0
21-12-2021,1.238,1.289,1.227,1.28,122949048.2,22-12-2021,155011267.3,237941,59935045.4,75579009.36,0
20-12-2021,1.244,1.261,1.201,1.237,123106967.7,21-12-2021,151201012,232072,60755150.1,74659425.72,0
19-12-2021,1.242,1.312,1.24,1.243,124074683.5,20-12-2021,158128089.4,257155,62878851,80144088.71,0
18-12-2021,1.218,1.267,1.2,1.242,81211094.1,19-12-2021,100498679.8,176212,40129698.5,49669388.72,0
17-12-2021,1.24,1.259,1.182,1.218,138092226.1,18-12-2021,169578075.7,278956,65216198.2,80139536.22,0
16-12-2021,1.311,1.331,1.236,1.24,117662885.3,17-12-2021,152038613.2,254665,56160640.8,72628327.21,0
15-12-2021,1.267,1.331,1.204,1.311,170247496.3,16-12-2021,215469290.4,347648,83894303.9,106262597.5,0
14-12-2021,1.223,1.284,1.198,1.266,175476318,15-12-2021,217012813.1,316738,88679177.5,109698953.4,0
