Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
13-12-2021,1.345,1.357,1.2,1.223,184388318.4,14-12-2021,233475572.6,338147,88262173.9,111730693,0
12/12/2021,1.354,1.415,1.319,1.346,149463677.1,13-12-2021,202797177.2,342775,72475673.5,98380362.83,0
11/12/2021,1.211,1.362,1.192,1.354,179118114.1,12/12/2021,227800859.7,316145,92993434.8,118421796.8,0
10/12/2021,1.288,1.334,1.207,1.211,192968833.1,11/12/2021,247506337.1,296381,95580101.8,122627181.6,0
9/12/2021,1.396,1.409,1.287,1.289,174568058.8,10/12/2021,234779220.6,302960,83847847.8,112807581.7,0
8/12/2021,1.378,1.423,1.337,1.396,187594478.2,9/12/2021,259126348.1,325543,94823640.6,131000451.3,0
7/12/2021,1.42,1.479,1.365,1.378,229514365.2,8/12/2021,328780032,387655,112873911.6,161722237.6,0
6/12/2021,1.378,1.442,1.255,1.42,338310628.7,7/12/2021,449825835.1,492514,169944920.4,226116582.1,0
5/12/2021,1.419,1.435,1.284,1.378,270618794.7,6/12/2021,367704497.2,447908,133812222.6,181867487.5,0
4/12/2021,1.557,1.558,1.188,1.42,612957918.5,5/12/2021,831776860.4,1107859,304047084.6,412671433.9,0
3/12/2021,1.72,1.729,1.509,1.556,276255974.6,4/12/2021,447174235.1,629620,127257344.9,206010165.7,0
2/12/2021,1.547,1.76,1.517,1.719,441382037,3/12/2021,740760247.4,1044013,224182549.9,376149838.4,0
1/12/2021,1.553,1.622,1.531,1.548,157458493.8,2/12/2021,248792675.9,343884,78191406.2,123598154.9,0
30-11-2021,1.602,1.629,1.544,1.554,185671961.6,1/12/2021,293671151.2,399379,90444480.3,143089269.3,0
29-11-2021,1.595,1.636,1.557,1.601,153848484.7,30-11-2021,245164685.1,336923,74911170.7,119391447.9,0
28-11-2021,1.543,1.6,1.416,1.594,228010819.2,29-11-2021,343379596,417724,112785719,170030174,0
27-11-2021,1.532,1.585,1.531,1.543,107756518,28-11-2021,168004728.7,238962,53998873.7,84203214.59,0
26-11-2021,1.676,1.685,1.495,1.533,337429397.1,27-11-2021,527707771.8,654915,159349188.6,249189764.7,0
25-11-2021,1.665,1.749,1.619,1.675,216037163.1,26-11-2021,364294545.6,545499,107080127.3,180559436.9,0
24-11-2021,1.751,1.754,1.586,1.666,290146559.1,25-11-2021,481392566.8,677158,143487053.2,238067858.8,0
23-11-2021,1.776,1.816,1.738,1.751,144774307.8,24-11-2021,257575557.5,356275,72239679.4,128556380.5,0
22-11-2021,1.835,1.839,1.757,1.776,144285714,23-11-2021,259359138.2,353637,72455055.4,130256659.9,0
21-11-2021,1.921,1.924,1.832,1.835,87455485.3,22-11-2021,163849100.4,319204,42123558.7,78934093.03,0
20-11-2021,1.862,1.956,1.86,1.922,128183408,21-11-2021,243387633.6,454244,66037973.6,125423207,0
19-11-2021,1.786,1.894,1.754,1.863,144849476.6,20-11-2021,264482742.1,439260,72608073.9,132671991.7,0
18-11-2021,1.877,1.907,1.701,1.786,221759906,19-11-2021,402087606.2,559018,104546990.5,189684947.2,0
17-11-2021,1.874,1.893,1.795,1.876,207985172,18-11-2021,384528006.4,546022,104643680.3,193449760.2,0
16-11-2021,2.018,2.018,1.759,1.874,268941429.2,17-11-2021,511833926.7,915144,128396114.3,244515405.7,0
15-11-2021,2.04,2.095,2.011,2.017,93079577.9,16-11-2021,190858022.4,344074,46277946.8,94942167.58,0
14-11-2021,2.05,2.07,2.009,2.04,59859608.6,15-11-2021,121939414.6,205494,27585934.5,56219223.93,0
14-12-2021,1.223,1.284,1.198,1.266,175476318,15-12-2021,217012813.1,316738,88679177.5,109698953.4,0
13-12-2021,1.345,1.357,1.2,1.223,184388318.4,14-12-2021,233475572.6,338147,88262173.9,111730693,0
12/12/2021,1.354,1.415,1.319,1.346,149463677.1,13-12-2021,202797177.2,342775,72475673.5,98380362.83,0
11/12/2021,1.211,1.362,1.192,1.354,179118114.1,12/12/2021,227800859.7,316145,92993434.8,118421796.8,0
10/12/2021,1.288,1.334,1.207,1.211,192968833.1,11/12/2021,247506337.1,296381,95580101.8,122627181.6,0
9/12/2021,1.396,1.409,1.287,1.289,174568058.8,10/12/2021,234779220.6,302960,83847847.8,112807581.7,0
8/12/2021,1.378,1.423,1.337,1.396,187594478.2,9/12/2021,259126348.1,325543,94823640.6,131000451.3,0
7/12/2021,1.42,1.479,1.365,1.378,229514365.2,8/12/2021,328780032,387655,112873911.6,161722237.6,0
6/12/2021,1.378,1.442,1.255,1.42,338310628.7,7/12/2021,449825835.1,492514,169944920.4,226116582.1,0
5/12/2021,1.419,1.435,1.284,1.378,270618794.7,6/12/2021,367704497.2,447908,133812222.6,181867487.5,0
4/12/2021,1.557,1.558,1.188,1.42,612957918.5,5/12/2021,831776860.4,1107859,304047084.6,412671433.9,0
3/12/2021,1.72,1.729,1.509,1.556,276255974.6,4/12/2021,447174235.1,629620,127257344.9,206010165.7,0
2/12/2021,1.547,1.76,1.517,1.719,441382037,3/12/2021,740760247.4,1044013,224182549.9,376149838.4,0
1/12/2021,1.553,1.622,1.531,1.548,157458493.8,2/12/2021,248792675.9,343884,78191406.2,123598154.9,0
30-11-2021,1.602,1.629,1.544,1.554,185671961.6,1/12/2021,293671151.2,399379,90444480.3,143089269.3,0
29-11-2021,1.595,1.636,1.557,1.601,153848484.7,30-11-2021,245164685.1,336923,74911170.7,119391447.9,0
28-11-2021,1.543,1.6,1.416,1.594,228010819.2,29-11-2021,343379596,417724,112785719,170030174,0
27-11-2021,1.532,1.585,1.531,1.543,107756518,28-11-2021,168004728.7,238962,53998873.7,84203214.59,0
26-11-2021,1.676,1.685,1.495,1.533,337429397.1,27-11-2021,527707771.8,654915,159349188.6,249189764.7,0
25-11-2021,1.665,1.749,1.619,1.675,216037163.1,26-11-2021,364294545.6,545499,107080127.3,180559436.9,0
24-11-2021,1.751,1.754,1.586,1.666,290146559.1,25-11-2021,481392566.8,677158,143487053.2,238067858.8,0
23-11-2021,1.776,1.816,1.738,1.751,144774307.8,24-11-2021,257575557.5,356275,72239679.4,128556380.5,0
22-11-2021,1.835,1.839,1.757,1.776,144285714,23-11-2021,259359138.2,353637,72455055.4,130256659.9,0
21-11-2021,1.921,1.924,1.832,1.835,87455485.3,22-11-2021,163849100.4,319204,42123558.7,78934093.03,0
20-11-2021,1.862,1.956,1.86,1.922,128183408,21-11-2021,243387633.6,454244,66037973.6,125423207,0
19-11-2021,1.786,1.894,1.754,1.863,144849476.6,20-11-2021,264482742.1,439260,72608073.9,132671991.7,0
18-11-2021,1.877,1.907,1.701,1.786,221759906,19-11-2021,402087606.2,559018,104546990.5,189684947.2,0
17-11-2021,1.874,1.893,1.795,1.876,207985172,18-11-2021,384528006.4,546022,104643680.3,193449760.2,0
16-11-2021,2.018,2.018,1.759,1.874,268941429.2,17-11-2021,511833926.7,915144,128396114.3,244515405.7,0
15-11-2021,2.04,2.095,2.011,2.017,93079577.9,16-11-2021,190858022.4,344074,46277946.8,94942167.58,0
14-11-2021,2.05,2.07,2.009,2.04,59859608.6,15-11-2021,121939414.6,205494,27585934.5,56219223.93,0
13-11-2021,2.046,2.08,2.021,2.05,82511465.5,14-11-2021,169168009.5,305777,42304119.3,86739493.14,0
12/11/2021,2.079,2.099,1.991,2.045,160252178.8,13-11-2021,327425649.6,457795,78460394.4,160395128.2,0
11/11/2021,2.097,2.153,2.058,2.079,151168963.6,12/11/2021,317911390.6,476574,74138559,155960975.7,0
10/11/2021,2.269,2.331,1.932,2.097,479840587.6,11/11/2021,1041156931,1265340,226456487.9,491831480.3,0
9/11/2021,2.126,2.378,2.105,2.27,581074544.2,10/11/2021,1315444501,2352700,294801139.4,667321224.5,0
8/11/2021,2.02,2.14,2.008,2.125,189974471.1,9/11/2021,394147647.7,664140,96705010.9,200690454.2,0
7/11/2021,2.004,2.035,1.974,2.021,82637102.7,8/11/2021,165586014.6,287219,41785815.2,83770715.48,0
6/11/2021,1.982,2.04,1.942,2.005,105480654.3,7/11/2021,209552638,378419,52370456,104105841.4,0
5/11/2021,1.983,2.017,1.959,1.982,108180863.7,6/11/2021,215028150,346939,51873631.3,103092143.7,0
4/11/2021,2.063,2.103,1.933,1.983,174549100.4,5/11/2021,350982479.2,586577,80789835.4,162461151.4,0
3/11/2021,1.971,2.144,1.95,2.063,335561983.7,4/11/2021,693664558.7,1237122,167743048.3,346764713,0
2/11/2021,1.949,1.996,1.933,1.971,124263204,3/11/2021,244630385.6,382592,64339347.3,126700188.3,0
1/11/2021,1.965,2.019,1.911,1.949,144061135.4,2/11/2021,282445748.1,443944,71078236,139425761.7,0
31-10-2021,1.957,2.029,1.918,1.964,146413161.5,1/11/2021,287446094.5,419105,73103736.7,143613943.8,0
30-10-2021,2.016,2.019,1.924,1.955,122995185.8,31-10-2021,242877472.4,354589,59414369.6,117346094.8,0
29-10-2021,1.987,2.048,1.979,2.015,154761692.9,30-10-2021,310763415.4,405405,77072045.4,154820522.4,0
28-10-2021,1.912,2.058,1.905,1.987,253879713.5,29-10-2021,502808459.5,714638,126370506.3,250382104.1,0
27-10-2021,2.138,2.156,1.804,1.912,397889032.1,28-10-2021,788261687.4,1112284,185253559.9,366876723.5,0
26-10-2021,2.145,2.202,2.122,2.137,142897864.5,27-10-2021,309937222.2,441608,69630914.9,151108970.8,0
25-10-2021,2.119,2.178,2.114,2.144,105874037.9,26-10-2021,227310466.3,306467,51337194.9,110225489.1,0
24-10-2021,2.167,2.169,2.093,2.12,97230595.4,25-10-2021,206668183.9,311116,45137916.7,95968373.88,0
23-10-2021,2.157,2.175,2.131,2.166,74106470.8,24-10-2021,159697494.7,204540,36690053.3,79092254.47,0
22-10-2021,2.136,2.21,2.125,2.156,130738721.4,23-10-2021,283280913.9,384968,63043485.5,136670886,0
21-10-2021,2.19,2.298,2.131,2.137,265787667.1,22-10-2021,590422379.4,911699,127730955.7,283860314.1,0
20-10-2021,2.11,2.208,2.092,2.19,135969738.8,21-10-2021,293600383.7,412084,70033402.7,151201393.5,0
19-10-2021,2.127,2.157,2.093,2.11,94391775.6,20-10-2021,200312951.1,249571,45497181,96576388.57,0
18-10-2021,2.158,2.176,2.105,2.128,96988762.8,19-10-2021,207296556.5,268841,47165082.8,100813376.1,0
17-10-2021,2.178,2.189,2.089,2.158,109914412.1,18-10-2021,236546953.3,304319,52053926.9,112071068.8,0
16-10-2021,2.217,2.25,2.169,2.179,103000332.9,17-10-2021,227685264.7,295180,48310551.3,106842085.7,0
15-10-2021,2.172,2.243,2.136,2.218,205811006.8,16-10-2021,451807548.9,522957,102239491.6,224533247,0
14-10-2021,2.189,2.225,2.155,2.172,109132237.4,15-10-2021,238397065.9,324497,54773917.5,119668559.3,0
13-10-2021,2.117,2.2,2.078,2.19,133035035.4,14-10-2021,283797635.9,367591,66524330.5,141970242.1,0
12/10/2021,2.171,2.173,2.071,2.118,150529530.2,13-10-2021,319037519.8,440973,73871369.4,156594867.1,0
11/10/2021,2.189,2.25,2.107,2.171,124908952.1,12/10/2021,273897541.5,353292,58907230.7,129270436.9,0
10/10/2021,2.269,2.277,2.16,2.189,110373473.1,11/10/2021,246493612.9,324628,52296362.3,116852439.8,0
9/10/2021,2.238,2.3,2.22,2.268,108667313.3,10/10/2021,246084345.9,277411,53449337.9,121069438.6,0
8/10/2021,2.278,2.313,2.213,2.237,138317391.4,9/10/2021,314113673.6,370017,65638580.2,149114083.5,0
7/10/2021,2.209,2.375,2.15,2.278,254708498.4,8/10/2021,579456296.9,895423,126166143.7,287274960.9,0
6/10/2021,2.232,2.251,2.111,2.209,192646609.5,7/10/2021,423382653.1,579392,92498510.6,203391115,0
5/10/2021,2.191,2.258,2.175,2.233,131834376,6/10/2021,292154180.8,400324,65029836.1,144141772.3,0
4/10/2021,2.251,2.253,2.15,2.191,149496124.6,5/10/2021,327691885.1,454491,73143082.1,160400156.4,0
3/10/2021,2.247,2.309,2.221,2.251,136980609.8,4/10/2021,310612222,401615,65692873.9,149021913.5,0
2/10/2021,2.255,2.322,2.192,2.247,147408004.5,3/10/2021,333039551.1,477599,73656543,166488243,0
1/10/2021,2.115,2.275,2.092,2.256,197157573.9,2/10/2021,433361124.3,564686,99009838.1,217697426.9,0
30-09-2021,2.066,2.137,2.051,2.115,124916940.9,1/10/2021,262127906.9,305957,62680168.4,131596050.7,0
29-09-2021,2.037,2.15,2.02,2.066,136138441.2,30-09-2021,282604347.7,336857,65670946.7,136368154.3,0
28-09-2021,2.129,2.173,2.029,2.037,151911770.2,29-09-2021,319192127.4,364562,72551867.6,152493917.7,0
27-09-2021,2.206,2.277,2.128,2.13,150915484.2,28-09-2021,333393824.5,395932,73661197.6,162889044.7,0
26-09-2021,2.299,2.301,2.147,2.207,231090029.9,27-09-2021,517051791.3,641684,111893534.3,250548527.3,0
25-09-2021,2.277,2.459,2.235,2.3,328389858.7,26-09-2021,772544525.9,1058437,162523893.3,382588416.8,0
24-09-2021,2.327,2.345,2.063,2.277,382004501.6,25-09-2021,852034401.2,1180658,188015547.2,419565613.5,0
23-09-2021,2.257,2.346,2.179,2.327,190056984.8,24-09-2021,427121740.4,580771,92176890.6,207271956.6,0
22-09-2021,1.986,2.268,1.967,2.257,262894741,23-09-2021,561770727.7,764251,134920927.9,288420199.8,0
21-09-2021,2.08,2.229,1.91,1.986,450988801,22-09-2021,938941126.4,1050842,218654940.3,455928774.5,0
20-09-2021,2.283,2.293,1.97,2.079,458599973,21-09-2021,971662079.5,1164195,213568356.9,452724542.6,0
19-09-2021,2.371,2.397,2.259,2.283,127205837,20-09-2021,296891018.1,367262,60326371.6,140886638.2,0
18-09-2021,2.35,2.439,2.31,2.371,115231963.9,19-09-2021,274828761.9,333767,57006407.2,136017438.3,0
17-09-2021,2.417,2.442,2.313,2.35,130098585.4,18-09-2021,309192082.3,369949,63520269.7,151052641.5,0
16-09-2021,2.504,2.56,2.381,2.417,196390696.8,17-09-2021,481379433.7,590119,94908404.7,232897906,0
15-09-2021,2.396,2.582,2.355,2.505,276853578.3,16-09-2021,683490051.7,793260,141537058.2,349320953.9,0
14-09-2021,2.401,2.438,2.32,2.396,214309623.2,15-09-2021,511446201.4,579750,108027392.7,257890009.7,0
13-09-2021,2.58,2.593,2.309,2.402,378841930.8,14-09-2021,916543680.7,1095045,180294847.8,436158074.4,0
12/9/2021,2.637,2.789,2.501,2.581,466822310.1,13-09-2021,1224176462,1564268,232140140.5,609017927.8,0
11/9/2021,2.384,2.8,2.367,2.638,561119335.1,12/9/2021,1487971498,1744500,284395717.2,753933390.3,0
10/9/2021,2.518,2.586,2.269,2.383,322102115,11/9/2021,781123869.9,918483,154169089.4,374327235.5,0
9/9/2021,2.47,2.623,2.39,2.518,411631907.8,10/9/2021,1044096247,1062468,204010011.3,517768070,0
8/9/2021,2.514,2.564,2.2,2.47,547581870.5,9/9/2021,1316692953,1350979,269724376.9,648727194.5,0
7/9/2021,2.833,2.875,2,2.514,964890684.8,8/9/2021,2422642316,2337151,458800049.5,1152415783,0
6/9/2021,2.911,2.927,2.8,2.833,186970542.2,7/9/2021,535309232.3,605231,86637039.5,248122091,0
5/9/2021,2.831,2.956,2.813,2.91,169097774.6,6/9/2021,487746887.5,549105,85022094.3,245390805.9,0
4/9/2021,2.965,2.967,2.8,2.83,192271347,5/9/2021,555689396.9,625216,87225371,252167217.6,0
3/9/2021,2.96,3.03,2.9,2.966,203828698.4,4/9/2021,604944629.8,748267,98233998.8,291656691.7,0
2/9/2021,2.87,3.101,2.834,2.96,397432179.5,3/9/2021,1191195523,1707158,203333817.7,609423272.5,0
1/9/2021,2.768,2.904,2.72,2.869,196563544.1,2/9/2021,555373016,699079,102638887.2,290205392.1,0
31-08-2021,2.735,2.881,2.702,2.767,251908426.3,1/9/2021,702518501.4,741134,121950962.5,340306376.1,0
30-08-2021,2.85,2.884,2.72,2.734,240691753.9,31-08-2021,675601350.1,1053905,112461545,315813464.1,0
29-08-2021,2.847,2.935,2.719,2.851,274365688,30-08-2021,781366522.6,1010488,135510468.3,386415579.5,0
28-08-2021,2.947,2.95,2.772,2.847,243063514.4,29-08-2021,691271713.4,1083435,118242426.3,336436080,0
27-08-2021,2.529,2.947,2.494,2.946,472662823.4,28-08-2021,1294046445,1586002,244630386.3,670259536.4,0
26-08-2021,2.739,2.785,2.47,2.528,407754722.3,27-08-2021,1058054371,1358420,195607862.8,507835396,0
25-08-2021,2.719,2.797,2.6,2.739,460928567.1,26-08-2021,1251116676,1643396,226809156.7,615889508,0
24-08-2021,2.915,2.947,2.587,2.719,641652294.2,25-08-2021,1781493179,2180897,312185683.1,867201754.7,0
23-08-2021,2.705,2.972,2.685,2.915,653707062.9,24-08-2021,1861034953,2860899,337516861.1,960378950,0
22-08-2021,2.435,2.721,2.431,2.705,485497409,23-08-2021,1252373737,1851078,246667853.3,636481335.4,0
21-08-2021,2.456,2.529,2.381,2.434,297136052.2,22-08-2021,729237701.5,1098176,147658560.3,362532313.5,0
20-08-2021,2.441,2.582,2.367,2.456,619099859.3,21-08-2021,1539336837,2447841,311313591.4,774114440.6,0
19-08-2021,2.104,2.455,2.046,2.441,661367610,20-08-2021,1478673057,2551917,335850336.6,752294422.2,0
18-08-2021,1.924,2.164,1.87,2.104,486614298.9,19-08-2021,991453525.7,1414725,242728822.6,495247038.8,0
17-08-2021,2.072,2.141,1.906,1.924,361700269.7,18-08-2021,738363154.5,999833,175028934.1,357694555.1,0
16-08-2021,2.167,2.2,2.046,2.071,313643255.5,17-08-2021,669432796.1,1030251,150242133.7,320870324.8,0
15-08-2021,2.188,2.25,2.03,2.167,370249371.2,16-08-2021,791689644.6,1344719,182236366.4,389929168,0
14-08-2021,2.139,2.25,2.083,2.188,599325581.5,15-08-2021,1294631283,2120000,306865397.3,663052400.4,0
13-08-2021,1.833,2.15,1.821,2.139,589994492,14-08-2021,1180013821,2055081,297596591.6,595243550.3,0
12/8/2021,1.793,1.869,1.679,1.832,431637639.2,13-08-2021,765468929.6,1556555,211563150.4,375415479.3,0
11/8/2021,1.678,1.895,1.67,1.793,488863450.2,12/8/2021,878006229.5,1767308,251604281.4,451922312.4,0
10/8/2021,1.474,1.701,1.457,1.678,356506024.5,11/8/2021,560730912.2,1239067,185107880,291415567.9,0
9/8/2021,1.426,1.499,1.393,1.474,204393100.9,10/8/2021,296965727.2,477778,100203450.8,145664837.3,0
8/8/2021,1.473,1.494,1.407,1.425,201134603.1,9/8/2021,292240465.6,464166,102665208.4,149169534.8,0
7/8/2021,1.403,1.485,1.395,1.473,245578409.2,8/8/2021,355799070.3,682489,123377809.6,178780584.2,0
6/8/2021,1.386,1.425,1.361,1.403,165384665.4,7/8/2021,230083804.2,418611,81643888.17,113638306,0
5/8/2021,1.377,1.397,1.338,1.386,160752874.4,6/8/2021,220584468.8,401852,79302486.12,108862653.2,0
4/8/2021,1.37,1.394,1.323,1.377,182865692.1,5/8/2021,248779803.4,809373,92009360.47,125164130.6,0
3/8/2021,1.308,1.383,1.261,1.37,250226135.5,4/8/2021,333462860.8,917800,122710213.5,163667140.5,0
2/8/2021,1.315,1.35,1.293,1.308,124737501.4,3/8/2021,164663710.8,288920,60420051.34,79765937.57,0
1/8/2021,1.319,1.388,1.298,1.314,200978816.5,2/8/2021,271363427.5,561054,98743842.45,133332885.5,0
31-07-2021,1.311,1.333,1.287,1.319,122070136.4,1/8/2021,160008038.7,306755,60602784.06,79472211.95,0
30-07-2021,1.286,1.318,1.247,1.311,181649929.8,31-07-2021,233481881.2,402332,88673491.42,114052568.1,0
29-07-2021,1.288,1.299,1.256,1.286,130840990.6,30-07-2021,167250046.6,303131,64704876.92,82745264.75,0
28-07-2021,1.28,1.32,1.257,1.288,201236980,29-07-2021,258967798,463462,97760582.22,125839127.4,0
27-07-2021,1.255,1.316,1.214,1.28,233094192.3,28-07-2021,293884771.1,549510,112438180.5,141833377,0
26-07-2021,1.228,1.399,1.222,1.255,415073283.9,27-07-2021,547924739.6,975146,203144418.9,268143577.9,0
25-07-2021,1.233,1.239,1.19,1.228,107934124.5,26-07-2021,131208367.1,218902,51430836.49,62531943.86,0
24-07-2021,1.208,1.249,1.196,1.233,142716783,25-07-2021,173727524.7,293673,71850817.69,87476421.32,0
23-07-2021,1.186,1.209,1.147,1.208,131335875.1,24-07-2021,154913279.8,310334,64854788.15,76578729.15,0
22-07-2021,1.171,1.208,1.149,1.186,158912321.8,23-07-2021,187077128.5,303957,77870484.07,91712545.87,0
21-07-2021,1.054,1.222,1.037,1.171,287296624.8,22-07-2021,329529795.8,484015,145473939.3,166788967.4,0
20-07-2021,1.123,1.136,1.02,1.054,283618751.2,21-07-2021,300482457.3,416093,137115218.2,145305672.4,0
19-07-2021,1.181,1.192,1.116,1.123,138646747.2,20-07-2021,158333071.4,216380,62705537.49,71627280.4,0
18-07-2021,1.172,1.219,1.167,1.181,108584207.6,19-07-2021,129455682.1,193407,52889813.65,63078290.42,0
17-07-2021,1.171,1.195,1.15,1.172,124485807.1,18-07-2021,145637408.2,225449,58335818.73,68291184.07,0
16-07-2021,1.226,1.245,1.165,1.171,159173625.7,17-07-2021,190852629.8,290705,75304161.18,90335412.68,0
15-07-2021,1.263,1.29,1.205,1.226,133685795.2,16-07-2021,165010923.5,261230,65231726.46,80547963.4,0
14-07-2021,1.265,1.289,1.198,1.264,165466902.3,15-07-2021,205613919,323301,80799567.07,100483572,0
13-07-2021,1.313,1.322,1.25,1.265,125015669,14-07-2021,160715456,248079,60203014.91,77402597.61,0
12/7/2021,1.349,1.374,1.292,1.313,112067630.5,13-07-2021,149660876.2,238866,54050561.05,72233306.23,0
11/7/2021,1.336,1.367,1.323,1.349,71704260.26,12/7/2021,96252011.62,172388,35480763.74,47641909.97,0
10/7/2021,1.35,1.366,1.316,1.336,93476664.31,11/7/2021,124946490.5,242605,45093353.5,60263950.94,0
9/7/2021,1.327,1.375,1.286,1.35,160293985.2,10/7/2021,213730318.8,375438,77955523.81,104035323.6,0
8/7/2021,1.404,1.407,1.319,1.327,175680408.7,9/7/2021,239803654.9,348315,81961713.69,111878211.4,0
7/7/2021,1.416,1.442,1.4,1.404,125167777,8/7/2021,178159850.1,254242,61619040.23,87732586.61,0
6/7/2021,1.404,1.458,1.389,1.416,173402604.3,7/7/2021,246828693.2,474377,87772673.63,125049127.3,0
5/7/2021,1.462,1.462,1.376,1.404,210256310.9,6/7/2021,297312194.3,433806,99893234.21,141272913.9,0
4/7/2021,1.405,1.496,1.381,1.462,185325977.3,5/7/2021,267332413.2,469893,96162414.74,138752931,0
3/7/2021,1.395,1.444,1.358,1.405,197443853.8,4/7/2021,277572501.5,641233,99937176.6,140529268.4,0
2/7/2021,1.331,1.396,1.285,1.395,235621261.5,3/7/2021,315348818.3,716140,118639887.3,158868653.1,0
1/7/2021,1.385,1.386,1.302,1.331,196824530.3,2/7/2021,262447755,468032,94858855.07,126531031.3,0
30-06-2021,1.373,1.399,1.282,1.385,263769140.5,1/7/2021,354446349.1,550586,126922605.2,170609951.7,0
29-06-2021,1.326,1.42,1.319,1.373,287571860.2,30-06-2021,394907812.3,571006,148138277.8,203465588.5,0
28-06-2021,1.338,1.351,1.304,1.326,220547816.2,29-06-2021,292756074.2,607034,107667345.4,142951287.5,0
27-06-2021,1.252,1.35,1.241,1.338,242097878.3,28-06-2021,310315583.6,445825,118975758,152583221.6,0
26-06-2021,1.252,1.292,1.197,1.252,307404658.4,27-06-2021,380549653.2,557818,151918495.9,188110929.2,0
25-06-2021,1.36,1.397,1.243,1.252,548380704.2,26-06-2021,722838979.2,1112696,262948035,346869947.7,0
24-06-2021,1.251,1.4,1.201,1.36,427028527.8,25-06-2021,568197037.8,1036438,220530273.9,293277452.9,0
23-06-2021,1.156,1.31,1.108,1.251,490479573.3,24-06-2021,607806302.7,776745,246274153.8,305359911.7,0
22-06-2021,1.174,1.263,1,1.157,907361654.3,23-06-2021,1030804095,1461174,440575478.1,501411407.3,0
21-06-2021,1.426,1.437,1.167,1.174,512064783,22-06-2021,661793161.7,982646,246042837.9,318387669.9,0
20-06-2021,1.384,1.46,1.306,1.426,269372753.5,21-06-2021,373024182.4,718096,130466354.8,180781598.5,0
19-06-2021,1.416,1.441,1.383,1.384,145492869,20-06-2021,206002750.7,405822,70202160.84,99444817.35,0
18-06-2021,1.482,1.493,1.374,1.416,220933715.7,19-06-2021,316537834.8,460555,106710981.2,152808358.8,0
17-06-2021,1.485,1.539,1.457,1.483,165078770.8,18-06-2021,247086065.8,443396,83399822.51,124877057.7,0
16-06-2021,1.555,1.575,1.474,1.485,203580536,17-06-2021,309694677.5,499540,93774053.58,142766776,0
15-06-2021,1.577,1.611,1.544,1.555,216159062.8,16-06-2021,340383009.2,486601,104746592.2,164958973.7,0
14-06-2021,1.556,1.595,1.506,1.577,280791163.7,15-06-2021,435453251,595345,138009110.9,214106328.2,0
13-06-2021,1.479,1.58,1.4,1.557,330722303.9,14-06-2021,490536333,941882,164832828.7,244404626.8,0
12/6/2021,1.437,1.493,1.356,1.479,362965214.5,13-06-2021,517749782.8,731362,182140144.5,259747972.6,0
11/6/2021,1.533,1.547,1.419,1.437,323101330,12/6/2021,482059658,570406,152820818.1,228055922.6,0
10/6/2021,1.628,1.638,1.506,1.533,312406121.4,11/6/2021,488331366.5,604598,152560203.7,238495017.6,0
9/6/2021,1.582,1.635,1.483,1.628,471664344.3,10/6/2021,738213512.5,1039122,236647567.7,370463654.3,0
8/6/2021,1.566,1.597,1.4,1.582,612223591,9/6/2021,926353837.5,1115207,301393892.1,456526124.7,0
7/6/2021,1.677,1.741,1.55,1.566,341267094.7,8/6/2021,568701714.6,763147,163014000,271840981.2,0
6/6/2021,1.655,1.708,1.645,1.677,191999153.7,7/6/2021,321777694.7,410877,95493972.46,160069025,0
5/6/2021,1.708,1.782,1.61,1.655,369328430.6,6/6/2021,627802619.9,924743,179287835.2,305064744.2,0
4/6/2021,1.845,1.848,1.608,1.708,596433033.1,5/6/2021,1016313544,1453396,288523504.9,491409074.9,0
3/6/2021,1.753,1.89,1.713,1.845,417400945,4/6/2021,758107289.1,1023322,214049829.9,388890516.2,0
2/6/2021,1.736,1.804,1.717,1.753,431644801.4,3/6/2021,763167515.8,986804,216178018.5,382340530,0
1/6/2021,1.738,1.78,1.653,1.736,530252586.9,2/6/2021,912156549.5,1214297,263833494.5,454057904.2,0
31-05-2021,1.575,1.75,1.525,1.737,600116070.9,1/6/2021,975900758.7,1460887,306316224.8,498275070.9,0
30-05-2021,1.403,1.7,1.346,1.575,764079031.7,31-05-2021,1205767973,1702526,378130364.9,597035838.4,0
29-05-2021,1.513,1.562,1.335,1.403,576104659.3,30-05-2021,831031429.6,1181284,287225125.4,414409087.6,0
28-05-2021,1.655,1.678,1.45,1.513,817239543.2,29-05-2021,1262486208,1626406,400935299.7,619805555.8,0
27-05-2021,1.779,1.788,1.608,1.655,590119092.6,28-05-2021,998105646.1,1445249,287942319.8,487447677.3,0
26-05-2021,1.552,1.832,1.552,1.779,857080518.1,27-05-2021,1472382793,2010480,434024099.2,745691594.4,0
25-05-2021,1.55,1.65,1.435,1.553,807717267.5,26-05-2021,1239076344,1776216,402230884.1,617612181.3,0
24-05-2021,1.313,1.597,1.248,1.55,1034255631,25-05-2021,1503761177,2078079,533007889,775334095.9,0
23-05-2021,1.464,1.54,1.051,1.314,1461270087,24-05-2021,1839005521,2445334,719318975.6,905941895.8,0
22-05-2021,1.549,1.602,1.366,1.463,800713185.5,23-05-2021,1195051727,1593249,396723681.7,592739705.7,0
21-05-2021,1.8,1.87,1.32,1.549,1158826531,22-05-2021,1851576034,2368984,565125628.8,904149179.5,0
